img,label,enc_label,set
../data/food-images/chicory/1222349905_1e5fb7f09f.jpg,food-images,0,train
../data/food-images/chicory/1108442983_1080bbecb3.jpg,food-images,0,train
../data/food-images/chicory/2695932076_307da74949.jpg,food-images,0,test
../data/food-images/chicory/1425920634_246bdbcf6b.jpg,food-images,0,train
../data/food-images/chicory/3679538645_fa5d1467f7.jpg,food-images,0,train
../data/food-images/chicory/229020776_81439e4ba5.jpg,food-images,0,test
../data/food-images/chicory/1074821834_9a90e43117.jpg,food-images,0,train
../data/food-images/chicory/526862877_ebd1fb73a7.jpg,food-images,0,train
../data/food-images/chicory/3989765288_38205d4106.jpg,food-images,0,train
../data/food-images/chicory/2856779189_d716d65b97.jpg,food-images,0,train
../data/food-images/chicory/227252266_4efbc102e0.jpg,food-images,0,test
../data/food-images/chicory/3726698506_e048640e5e.jpg,food-images,0,train
../data/food-images/chicory/3827320086_ef5b2bceaa.jpg,food-images,0,train
../data/food-images/chicory/875285328_2b3c622631.jpg,food-images,0,train
../data/food-images/chicory/4004546630_01b3dcf251.jpg,food-images,0,train
../data/food-images/chicory/2832953961_8f2a18dc3d.jpg,food-images,0,train
../data/food-images/chicory/2647773127_3748b117bd.jpg,food-images,0,train
../data/food-images/chicory/2737025163_b379aa8b07.jpg,food-images,0,train
../data/food-images/chicory/4169454647_dfefe01303.jpg,food-images,0,train
../data/food-images/chicory/1451079441_471a5f12e5.jpg,food-images,0,train
../data/food-images/chicory/3686540264_8eee259cf0.jpg,food-images,0,train
../data/food-images/bap/3973330503_e376590ccb.jpg,food-images,0,test
../data/food-images/bap/2418666143_d82c8c24ba.jpg,food-images,0,train
../data/food-images/bap/4209425525_f193b9a901.jpg,food-images,0,test
../data/food-images/bap/280506600_b09ca1cf8c.jpg,food-images,0,train
../data/food-images/bap/489751379_6fb981c853.jpg,food-images,0,train
../data/food-images/bap/3313921408_4e68beee16.jpg,food-images,0,test
../data/food-images/bap/3165958708_a650dbf88a.jpg,food-images,0,train
../data/food-images/bap/113029725_bfbcefbae5.jpg,food-images,0,train
../data/food-images/bap/2855840284_9453c2b343.jpg,food-images,0,test
../data/food-images/bap/136502034_e3a3540e0c.jpg,food-images,0,train
../data/food-images/bap/3313921130_0be70b4e40.jpg,food-images,0,train
../data/food-images/bap/1846762638_2e4173eeb8.jpg,food-images,0,train
../data/food-images/bap/3777715855_550e0f5afc.jpg,food-images,0,train
../data/food-images/bap/205055338_3c64313db3.jpg,food-images,0,test
../data/food-images/bap/2532249733_06f2795d04.jpg,food-images,0,train
../data/food-images/bap/2418724068_b5d21ef750.jpg,food-images,0,train
../data/food-images/bap/3473347050_a9838a4868.jpg,food-images,0,test
../data/food-images/bap/504648626_dc8717261b.jpg,food-images,0,train
../data/food-images/bap/432238829_a168a01e47.jpg,food-images,0,train
../data/food-images/bap/490146225_5408e7a7b7.jpg,food-images,0,train
../data/food-images/bap/2403008800_2719a09a99.jpg,food-images,0,train
../data/food-images/bap/309853928_6a873578cf.jpg,food-images,0,train
../data/food-images/bap/166482937_01f83940e4.jpg,food-images,0,train
../data/food-images/bap/224589205_0e565e75f2.jpg,food-images,0,train
../data/food-images/bap/309852692_15c3ad4dc1.jpg,food-images,0,train
../data/food-images/bap/3847690043_6c7e57a20e.jpg,food-images,0,train
../data/food-images/bap/3603804737_bc286f036e.jpg,food-images,0,train
../data/food-images/bap/3042159126_40fc1f9a97.jpg,food-images,0,train
../data/food-images/bap/4040958349_46c6051fd6.jpg,food-images,0,train
../data/food-images/bap/3014063402_7a3ea24f79.jpg,food-images,0,test
../data/food-images/bap/3451935445_b98e3667ce.jpg,food-images,0,train
../data/food-images/bap/3604014752_feffe25dd5.jpg,food-images,0,train
../data/food-images/bap/2287876808_56071b5b44.jpg,food-images,0,test
../data/food-images/bap/346637993_514464caf1.jpg,food-images,0,train
../data/food-images/bap/4100816472_2d64657a17.jpg,food-images,0,train
../data/food-images/bap/4052541844_bc87fc6549.jpg,food-images,0,train
../data/food-images/bap/141919603_d25f15847a.jpg,food-images,0,train
../data/food-images/bap/2287091421_98852d3849.jpg,food-images,0,train
../data/food-images/bap/2618277796_ec73dd72ec.jpg,food-images,0,train
../data/food-images/bap/2811362881_feb9f705e9.jpg,food-images,0,test
../data/food-images/bap/196050912_a20e19947b.jpg,food-images,0,test
../data/food-images/bap/417890326_3f3cf1ffd8.jpg,food-images,0,train
../data/food-images/bap/184807831_8eab11d6d4.jpg,food-images,0,train
../data/food-images/bap/1917443677_f69deed2f7.jpg,food-images,0,train
../data/food-images/bap/523638412_bd83ffdcf9.jpg,food-images,0,train
../data/food-images/bap/151864860_43a8dd6a42.jpg,food-images,0,train
../data/food-images/bap/854602494_ccf41b474c.jpg,food-images,0,test
../data/food-images/bap/2902464000_c471186519.jpg,food-images,0,test
../data/food-images/bap/407820289_b50b5a0dd6_o.jpg,food-images,0,train
../data/food-images/bap/274025352_8d5628771d.jpg,food-images,0,train
../data/food-images/bap/3706798799_37cb07e448.jpg,food-images,0,train
../data/food-images/bap/2862243060_8f753e6129.jpg,food-images,0,train
../data/food-images/bap/3518038288_674b6e0fd2_o.jpg,food-images,0,train
../data/food-images/bap/3205661827_1ff432d24f.jpg,food-images,0,train
../data/food-images/bap/432241830_dbca1f2c48.jpg,food-images,0,train
../data/food-images/bap/2365683335_660c28d850_o.jpg,food-images,0,train
../data/food-images/bean/1402733119_b75b009163.jpg,food-images,0,train
../data/food-images/bean/2140336019_e24f389964.jpg,food-images,0,train
../data/food-images/bean/278452805_db4b263991.jpg,food-images,0,test
../data/food-images/bean/538594306_708fdd4b92.jpg,food-images,0,train
../data/food-images/bean/2306686052_0249d3c8d2.jpg,food-images,0,train
../data/food-images/bean/2653225259_37fd949afd.jpg,food-images,0,train
../data/food-images/bean/2074243608_7e2658f3ae.jpg,food-images,0,train
../data/food-images/bean/45002347_f12a31e3e3.jpg,food-images,0,train
../data/food-images/bean/538621108_e5b96e7596.jpg,food-images,0,train
../data/food-images/bean/1181297933_a865cc44cf.jpg,food-images,0,train
../data/food-images/bean/1240120244_2e7434aea0.jpg,food-images,0,test
../data/food-images/bean/285577798_57648c5536.jpg,food-images,0,train
../data/food-images/bean/13815302_ab337db0f4.jpg,food-images,0,train
../data/food-images/bean/2272970648_a85bb1ec8d.jpg,food-images,0,train
../data/food-images/bean/257380123_e556748050.jpg,food-images,0,train
../data/food-images/bean/2591395785_dc9c94ab79.jpg,food-images,0,train
../data/food-images/bean/281248395_0c2dc2e2f4.jpg,food-images,0,test
../data/food-images/bean/1485678751_734019f546.jpg,food-images,0,train
../data/food-images/bean/455733089_cc9dac46a6.jpg,food-images,0,train
../data/food-images/bean/2773625234_4a498aff50.jpg,food-images,0,test
../data/food-images/bean/2597989901_7814288eb6.jpg,food-images,0,test
../data/food-images/bean/2731790877_f6ac0d9efd.jpg,food-images,0,train
../data/food-images/bean/2537295115_505bbabc54.jpg,food-images,0,train
../data/food-images/bean/2230834182_c98701a06f.jpg,food-images,0,train
../data/food-images/bean/324981636_b70774aadd.jpg,food-images,0,train
../data/food-images/bean/337591581_04ad7a7d09.jpg,food-images,0,train
../data/food-images/bean/2568762379_a551eee03d.jpg,food-images,0,train
../data/food-images/bean/2190568937_dcc735dc6b.jpg,food-images,0,test
../data/food-images/bean/16653900_ce81a3eac8.jpg,food-images,0,train
../data/food-images/bean/389141524_a797fec741.jpg,food-images,0,train
../data/food-images/bean/242441425_56aa85d02a_o.jpg,food-images,0,test
../data/food-images/bean/2538877877_bc635f94f2.jpg,food-images,0,test
../data/food-images/bean/1750711774_43ad6df02f.jpg,food-images,0,test
../data/food-images/bean/2615273631_414cec12b2.jpg,food-images,0,train
../data/food-images/bean/31040979_5f0471af1a.jpg,food-images,0,train
../data/food-images/bean/761869078_f4f85f42b0.jpg,food-images,0,train
../data/food-images/bean/2701073080_70bfcac1af.jpg,food-images,0,test
../data/food-images/bean/2110529921_303f0607b4.jpg,food-images,0,train
../data/food-images/bean/2638050720_8ea09e235e.jpg,food-images,0,train
../data/food-images/bean/1063435853_3147d86033.jpg,food-images,0,train
../data/food-images/bean/2181876014_1df0b05e9d.jpg,food-images,0,train
../data/food-images/bean/2344206133_b2e77b65b5.jpg,food-images,0,train
../data/food-images/bean/176276553_2a4a584792.jpg,food-images,0,train
../data/food-images/bean/554738279_1c8a76e910.jpg,food-images,0,train
../data/food-images/bean/2627797893_8c69fdcb68.jpg,food-images,0,train
../data/food-images/bean/26403851_3a2b59ce36.jpg,food-images,0,train
../data/food-images/bean/2306972275_f3d42d0351.jpg,food-images,0,test
../data/food-images/bean/2598828710_936117ea90.jpg,food-images,0,train
../data/food-images/bean/2281405189_eb2d05d990.jpg,food-images,0,train
../data/food-images/bean/2732039527_0268bf5ee6.jpg,food-images,0,train
../data/food-images/bean/221989941_fd0b082312.jpg,food-images,0,train
../data/food-images/bean/1304817133_756e2f82cb.jpg,food-images,0,train
../data/food-images/bean/1492301064_6870c4b4ff.jpg,food-images,0,train
../data/food-images/bean/364067026_7b7c174455.jpg,food-images,0,train
../data/food-images/bean/2554612666_85749c0a1a.jpg,food-images,0,train
../data/food-images/bean/2308141724_0095592bf5.jpg,food-images,0,test
../data/food-images/clementine/393054966_52cea6611c.jpg,food-images,0,train
../data/food-images/clementine/2185121471_9b56dc4674.jpg,food-images,0,train
../data/food-images/clementine/369377739_af7b3b63ac.jpg,food-images,0,train
../data/food-images/clementine/94248337_616cca8764.jpg,food-images,0,train
../data/food-images/clementine/321548574_0aec493358.jpg,food-images,0,train
../data/food-images/clementine/2065542605_f4049946d7.jpg,food-images,0,train
../data/food-images/clementine/415210236_c21ee928e7.jpg,food-images,0,train
../data/food-images/clementine/316061835_527c0a8dd1.jpg,food-images,0,train
../data/food-images/clementine/2201017449_36db574d7a.jpg,food-images,0,test
../data/food-images/clementine/115341152_68063c5be0.jpg,food-images,0,train
../data/food-images/clementine/382057265_ab74c98bfe.jpg,food-images,0,train
../data/food-images/clementine/1574046899_a7437aa8bc.jpg,food-images,0,train
../data/food-images/clementine/2000180709_a7e5457f85.jpg,food-images,0,train
../data/food-images/clementine/257186772_209d63ee94.jpg,food-images,0,train
../data/food-images/clementine/353298110_c8c0650770.jpg,food-images,0,train
../data/food-images/clementine/2075912758_3b683b2705.jpg,food-images,0,test
../data/food-images/clementine/2201479821_1ce23b80e0.jpg,food-images,0,train
../data/food-images/clementine/1774049815_b5721977c4.jpg,food-images,0,train
../data/food-images/clementine/386618131_673b0c74d3.jpg,food-images,0,train
../data/food-images/clementine/2204042222_ea0719d2aa.jpg,food-images,0,test
../data/food-images/clementine/2076684305_0690b9dc74.jpg,food-images,0,train
../data/food-images/clementine/2256096023_382d5121a4.jpg,food-images,0,train
../data/food-images/clementine/86829350_faed9c8b21.jpg,food-images,0,train
../data/food-images/clementine/2302992055_f8131ae52f.jpg,food-images,0,train
../data/food-images/clementine/1717554824_611096d20e.jpg,food-images,0,train
../data/food-images/clementine/3082527_451a49f03f.jpg,food-images,0,train
../data/food-images/clementine/76498179_cb28ac855f.jpg,food-images,0,train
../data/food-images/clementine/2380236999_9f37f7c69b.jpg,food-images,0,test
../data/food-images/clementine/2679846560_62d4eb0c97.jpg,food-images,0,train
../data/food-images/clementine/111670575_af7d971d03.jpg,food-images,0,train
../data/food-images/clementine/2077056678_895764a0d3.jpg,food-images,0,train
../data/food-images/clementine/2198225610_99dbe40f2b.jpg,food-images,0,train
../data/food-images/clementine/2078996738_7403e9dd74.jpg,food-images,0,train
../data/food-images/clementine/2201480411_e3b0a508c1.jpg,food-images,0,train
../data/food-images/clementine/323024375_4518b4996a.jpg,food-images,0,train
../data/food-images/clementine/2067636142_cfb4b587b4.jpg,food-images,0,train
../data/food-images/clementine/2167345048_13c286ecbd.jpg,food-images,0,test
../data/food-images/clementine/393043785_3b2d676081.jpg,food-images,0,train
../data/food-images/clementine/943471072_b056716d98.jpg,food-images,0,test
../data/food-images/clementine/2125464222_56c054a656.jpg,food-images,0,train
../data/food-images/clementine/2123329150_2eeb0c633f.jpg,food-images,0,train
../data/food-images/clementine/344293540_42e90ffa7c.jpg,food-images,0,train
../data/food-images/clementine/2112633360_bcdb855ea0.jpg,food-images,0,test
../data/food-images/clementine/2125710037_86de0d9a6e.jpg,food-images,0,train
../data/food-images/clementine/2697849818_5ebbfe33e2.jpg,food-images,0,train
../data/food-images/clementine/2239724729_bb84e684f9.jpg,food-images,0,train
../data/food-images/clementine/2204938465_e922069f0a.jpg,food-images,0,train
../data/food-images/clementine/112186210_b90cab318f.jpg,food-images,0,train
../data/food-images/clementine/1804944041_508bc27554.jpg,food-images,0,train
../data/food-images/clementine/2208252628_a1623dfb92.jpg,food-images,0,train
../data/food-images/clementine/2157523822_4795fa50a6.jpg,food-images,0,train
../data/food-images/clementine/341492888_28a2e487b5.jpg,food-images,0,train
../data/food-images/clementine/2188005491_b691fc1ec3.jpg,food-images,0,train
../data/food-images/clementine/2216689478_a106f82e5c.jpg,food-images,0,train
../data/food-images/clementine/2110831254_4cc07d0c11.jpg,food-images,0,train
../data/food-images/clementine/382531412_abc7aef83c.jpg,food-images,0,train
../data/food-images/clementine/365656206_18d34dbc0a.jpg,food-images,0,train
../data/food-images/cream/2407506984_7d6771b71c.jpg,food-images,0,train
../data/food-images/cream/3475632187_eb682f535a.jpg,food-images,0,test
../data/food-images/cream/490416126_f9b449c45c.jpg,food-images,0,train
../data/food-images/cream/3417709934_a2c792602d.jpg,food-images,0,train
../data/food-images/cream/2739553281_956be37671.jpg,food-images,0,train
../data/food-images/cream/3103120408_2c0360b2a0.jpg,food-images,0,train
../data/food-images/cream/2709990667_7cb0a02ac7.jpg,food-images,0,train
../data/food-images/cream/2063574331_5555ff2b9b.jpg,food-images,0,train
../data/food-images/cream/2549909913_34cdbd3919.jpg,food-images,0,train
../data/food-images/cream/2927952337_ac6d6096d1.jpg,food-images,0,train
../data/food-images/cream/2557209458_5d4a598e84.jpg,food-images,0,test
../data/food-images/cream/3143369396_d20a7a9e56.jpg,food-images,0,train
../data/food-images/cream/4016903575_2f17a4f401.jpg,food-images,0,train
../data/food-images/cream/379236273_e2954aa603.jpg,food-images,0,train
../data/food-images/cream/3746468315_f7f8837662.jpg,food-images,0,train
../data/food-images/cream/3832518489_027618de9a.jpg,food-images,0,train
../data/food-images/cream/3807671148_a09e35e8eb.jpg,food-images,0,train
../data/food-images/cream/4019232395_b5a870f6ab.jpg,food-images,0,train
../data/food-images/cream/2623835439_1e5c236102.jpg,food-images,0,test
../data/food-images/cream/3889572075_f7afbb25f0.jpg,food-images,0,train
../data/food-images/cream/2453909402_4af2304ca9.jpg,food-images,0,train
../data/food-images/cream/2928812458_9e2881a1f5.jpg,food-images,0,train
../data/food-images/cream/4118229362_529cc8d1a5.jpg,food-images,0,train
../data/food-images/cream/2425212799_1a0724e7dd.jpg,food-images,0,train
../data/food-images/cream/2495961441_d17b785f35.jpg,food-images,0,train
../data/food-images/cream/2322871699_a02af88095.jpg,food-images,0,train
../data/food-images/cream/3903129253_9ef98a7bee.jpg,food-images,0,train
../data/food-images/cream/4133446933_d5a7e4133d.jpg,food-images,0,train
../data/food-images/cream/4042835736_464962f034.jpg,food-images,0,train
../data/food-images/cream/1060389916_006f0b9b01.jpg,food-images,0,train
../data/food-images/cream/4047496626_50a9c6d95a.jpg,food-images,0,train
../data/food-images/cream/451033008_643a7c7610.jpg,food-images,0,train
../data/food-images/cream/673496698_8fabd82843.jpg,food-images,0,train
../data/food-images/cream/3307397336_87927e73f1.jpg,food-images,0,train
../data/food-images/cream/3235664781_d0eca08b28.jpg,food-images,0,test
../data/food-images/cream/2387389542_275fb6c58b.jpg,food-images,0,train
../data/food-images/cream/438034444_ad48086381.jpg,food-images,0,train
../data/food-images/cream/2838865749_e69dd04cd9.jpg,food-images,0,train
../data/food-images/cream/431022162_9dbe56ab4e.jpg,food-images,0,train
../data/food-images/cream/2929706951_2e69155906.jpg,food-images,0,train
../data/food-images/cream/524978800_a121fd0af0.jpg,food-images,0,train
../data/food-images/cream/2290703602_1ca63da862.jpg,food-images,0,train
../data/food-images/cream/2750042338_ae7bbec47f.jpg,food-images,0,train
../data/food-images/cream/2958763516_5b6b53db30.jpg,food-images,0,train
../data/food-images/cream/527342436_90bc927c5c.jpg,food-images,0,train
../data/food-images/cream/2604672971_4b8d34018c.jpg,food-images,0,train
../data/food-images/cream/722689035_4dab41065f.jpg,food-images,0,train
../data/food-images/cream/2297255209_71df437490.jpg,food-images,0,test
../data/food-images/cream/2330464694_1ed3cc6642.jpg,food-images,0,train
../data/food-images/cream/2389468370_57467aa78e.jpg,food-images,0,train
../data/food-images/cream/1327390382_b1738fde4d.jpg,food-images,0,train
../data/food-images/cream/2760467752_69bbaff80b.jpg,food-images,0,train
../data/food-images/cream/3555114925_26209b55b4.jpg,food-images,0,test
../data/food-images/cream/3045850363_9927eba83d.jpg,food-images,0,train
../data/food-images/cream/2468559984_dfcedbcfc5.jpg,food-images,0,test
../data/food-images/frijole/1832277129_c06a2fb210.jpg,food-images,0,train
../data/food-images/frijole/291022222_6a3f46f554.jpg,food-images,0,train
../data/food-images/frijole/2483873993_1953ae37e5.jpg,food-images,0,train
../data/food-images/frijole/222098113_3d604679b6.jpg,food-images,0,train
../data/food-images/frijole/2544834952_54c7a4096c.jpg,food-images,0,train
../data/food-images/frijole/109241273_9c57ed5a3b.jpg,food-images,0,train
../data/food-images/frijole/2999468311_f4025dc666.jpg,food-images,0,train
../data/food-images/frijole/71637757_80270d4bc7.jpg,food-images,0,train
../data/food-images/frijole/1325547632_e15b3682a3.jpg,food-images,0,train
../data/food-images/frijole/3293181538_1971381572.jpg,food-images,0,train
../data/food-images/frijole/3131236919_e652921b36.jpg,food-images,0,train
../data/food-images/frijole/2116511853_0d79609d6a.jpg,food-images,0,train
../data/food-images/frijole/1088140460_68e4c657b5.jpg,food-images,0,train
../data/food-images/frijole/2581626249_08dd9e6ebb.jpg,food-images,0,train
../data/food-images/frijole/2542657363_e723bc61a3.jpg,food-images,0,train
../data/food-images/frijole/2783095899_c9f330b250.jpg,food-images,0,train
../data/food-images/frijole/440414036_73ca680d85.jpg,food-images,0,train
../data/food-images/frijole/3043372713_8d3a7381ff.jpg,food-images,0,train
../data/food-images/frijole/2999468295_c69186a16c.jpg,food-images,0,test
../data/food-images/frijole/2117287506_070aaedfde.jpg,food-images,0,train
../data/food-images/frijole/3790943598_b551de5b7f.jpg,food-images,0,train
../data/food-images/frijole/3000421798_dd385933f8.jpg,food-images,0,train
../data/food-images/frijole/2999468307_ccd1ef5d24.jpg,food-images,0,train
../data/food-images/frijole/3257394614_9e9973fb8f.jpg,food-images,0,train
../data/food-images/frijole/1526918318_15699efa9a.jpg,food-images,0,train
../data/food-images/frijole/2746109808_a47ac54257.jpg,food-images,0,train
../data/food-images/frijole/240582786_9c63f18659.jpg,food-images,0,train
../data/food-images/frijole/300991952_f283925c2a.jpg,food-images,0,train
../data/food-images/frijole/3798872158_0fc1c13210.jpg,food-images,0,train
../data/food-images/frijole/1832287379_696f2fda67.jpg,food-images,0,train
../data/food-images/frijole/1324654347_2a081f88a1.jpg,food-images,0,train
../data/food-images/frijole/2116528607_e5bb63c4f9.jpg,food-images,0,test
../data/food-images/frijole/3771243916_126a78cab0.jpg,food-images,0,train
../data/food-images/frijole/3427581922_0b085e58ea.jpg,food-images,0,train
../data/food-images/frijole/2117252964_3a7a716bc9.jpg,food-images,0,train
../data/food-images/frijole/3000393404_740dff62e9.jpg,food-images,0,train
../data/food-images/frijole/3046027110_057c97e893.jpg,food-images,0,train
../data/food-images/frijole/3379896023_029ec7db9c.jpg,food-images,0,train
../data/food-images/frijole/3456675521_1b70e86072.jpg,food-images,0,train
../data/food-images/frijole/32217955_e60ebbdb0d.jpg,food-images,0,train
../data/food-images/frijole/3883122189_3af19fd5c9.jpg,food-images,0,test
../data/food-images/frijole/1324653197_cbd5a9beeb.jpg,food-images,0,test
../data/food-images/frijole/2117268100_fa0fe2a894.jpg,food-images,0,train
../data/food-images/frijole/240582245_cc027b2ad2.jpg,food-images,0,train
../data/food-images/frijole/2601664323_35129d82f2.jpg,food-images,0,train
../data/food-images/frijole/2524519405_25b68b0204.jpg,food-images,0,train
../data/food-images/frijole/3827978850_74f35237ec.jpg,food-images,0,train
../data/food-images/frijole/2190939356_396f5b54e2.jpg,food-images,0,train
../data/food-images/frijole/2825805031_02d13f33af.jpg,food-images,0,train
../data/food-images/frijole/380965616_4298b29ee4.jpg,food-images,0,train
../data/food-images/frijole/3000382060_7a8a99516a.jpg,food-images,0,train
../data/food-images/cornmeal/7506341_396e39bc8d.jpg,food-images,0,train
../data/food-images/cornmeal/3938837129_8e1bc5957d.jpg,food-images,0,train
../data/food-images/cornmeal/2394294957_c45596219d.jpg,food-images,0,test
../data/food-images/cornmeal/1580204497_1dd1958812.jpg,food-images,0,test
../data/food-images/cornmeal/358716573_619f3fd961.jpg,food-images,0,train
../data/food-images/cornmeal/2239869043_99e8e6679f.jpg,food-images,0,train
../data/food-images/cornmeal/3095995525_1cac29c80f.jpg,food-images,0,test
../data/food-images/cornmeal/206053829_76520cf1b8.jpg,food-images,0,test
../data/food-images/cornmeal/3135165447_229705a517.jpg,food-images,0,test
../data/food-images/cornmeal/2880250789_64e3ebdd81.jpg,food-images,0,train
